mtt,mu_pt,mu_abseta,weight,pileup
2044.1787,200.129,1.2612305,1.0,19.0
2097.924,92.300934,0.8569336,1.0,25.0
2158.512,269.67242,1.453125,1.0,34.0
1483.919,181.09134,1.0852051,1.0,15.0
2211.5737,475.7073,0.025829315,1.0,24.0
2005.01,295.24127,0.39782715,1.0,14.0
2642.2344,261.37347,0.62231445,1.0,22.0
1526.063,183.08202,0.16390991,1.0,16.0
1865.298,139.42874,0.6237793,1.0,28.0
1858.411,106.89305,0.47277832,1.0,19.0
2248.2925,178.02344,1.3325195,1.0,20.0
2393.2058,518.0892,0.65478516,1.0,18.0
1156.464,255.19502,0.60791016,1.0,29.0
1720.0547,226.59227,1.0327148,1.0,16.0
1844.7936,388.18726,0.034309387,1.0,21.0
1513.9214,81.980934,1.081543,1.0,11.0
1728.094,107.30143,1.2463379,1.0,40.0
2285.922,234.3087,0.9178467,1.0,34.0
1797.6421,66.3535,0.7512207,1.0,19.0
1932.1516,403.7322,0.98828125,1.0,17.0
1658.4061,65.71161,0.1279602,1.0,18.0
1873.6305,139.07013,0.0049095154,1.0,12.0
1685.5842,85.46398,0.29125977,1.0,13.0
1794.0929,136.64032,1.564209,1.0,19.0
2084.9744,205.09984,0.6801758,1.0,24.0
1395.9165,93.82264,1.0522461,1.0,13.0
1695.6038,177.82205,0.35284424,1.0,18.0
2230.562,158.33545,0.40026855,1.0,13.0
2127.1655,207.57376,0.5749512,1.0,23.0
1529.5411,61.991783,1.1635742,1.0,34.0
2293.4995,246.91165,1.0168457,1.0,21.0
1667.1261,178.74545,0.8186035,1.0,25.0
1830.4103,66.0647,1.1142578,1.0,22.0
1810.7721,291.41156,0.23651123,1.0,19.0
1759.4186,63.592148,1.1137695,1.0,26.0
1417.187,59.86828,0.13565063,1.0,36.0
1906.9915,230.65631,0.7180176,1.0,16.0
2275.1938,353.9428,0.7821045,1.0,18.0
1923.5603,79.178604,0.27246094,1.0,28.0
2602.0764,168.90115,0.003619194,1.0,21.0
2062.9968,72.426765,0.55651855,1.0,21.0
1189.6791,162.66934,0.49829102,1.0,23.0
1794.767,144.49123,0.2498169,1.0,26.0
1457.3715,56.957237,0.031326294,1.0,18.0
2381.4766,103.81398,0.09498596,1.0,22.0
1828.4845,82.4756,0.6702881,1.0,15.0
2293.4204,271.5991,1.0373535,1.0,21.0
2063.5361,114.55093,0.14224243,1.0,30.0
1911.4647,211.6049,0.36218262,1.0,13.0
1665.4106,107.258385,0.42797852,1.0,25.0
2425.8828,114.28739,0.2494812,1.0,22.0
