mtt,mu_pt,mu_abseta,weight,pileup
993.1657321207093,103.85183,0.24380493,303.358,17.0
1217.724826832906,59.342434,0.16152954,303.358,37.0
1103.1880386841906,69.2196,0.49438477,303.358,15.0
1358.8740636980167,130.3292,1.760498,303.358,22.0
1426.2241135821932,92.177826,0.61987305,303.358,13.0
1126.7176021541216,67.41503,1.2487793,303.358,20.0
844.1088145702145,69.889694,2.1801758,303.358,24.0
1501.0169691319866,57.382656,1.0178223,303.358,24.0
1389.8066632479558,169.45628,0.4708252,303.358,16.0
1265.7983927195328,83.90822,1.1523438,303.358,32.0
1186.3326818039413,152.6882,0.9481201,303.358,14.0
1669.4889870892475,116.56124,0.31176758,303.358,8.0
943.5278855384745,129.67015,0.6882324,303.358,17.0
466.5048400572927,198.49068,0.075653076,303.358,32.0
1539.4859891160077,333.23627,0.18533325,303.358,17.0
420.39557709428686,57.377872,0.44830322,303.358,20.0
471.8925824904466,88.043816,0.0055217743,303.358,19.0
905.9906814984677,84.26332,1.1430664,303.358,15.0
2042.082961699175,286.3552,0.08882141,303.358,23.0
1616.8956318886362,138.76234,1.4638672,303.358,31.0
1776.9507375097094,183.31319,0.3988037,303.358,31.0
932.9129545131701,235.3354,0.29858398,303.358,16.0
1184.4020144010574,93.640434,1.0039062,303.358,19.0
1274.0779782434838,114.750786,1.5263672,-303.358,30.0
610.8194624888454,240.69994,1.0046387,303.358,14.0
2133.432775149293,134.14609,0.33026123,303.358,12.0
1177.2857721389007,148.28842,2.2783203,303.358,15.0
665.0022561409535,269.6164,0.30541992,303.358,17.0
2242.994305894565,188.2239,0.7266846,303.358,37.0
1193.7257788874751,270.88864,0.1362915,303.358,11.0
1472.31263192329,199.76189,2.3115234,303.358,30.0
1111.8695473921114,364.90732,0.18530273,303.358,20.0
688.1892557708791,124.86286,0.60058594,303.358,34.0
1105.8369548236317,273.22183,0.14645386,303.358,24.0
1195.817857909614,85.65337,0.019985199,303.358,19.0
3011.359711867089,453.2154,0.057250977,303.358,23.0
1078.8345450238116,142.58604,1.2392578,303.358,31.0
1544.3276824000204,311.97726,1.2617188,303.358,30.0
1504.9956028654992,124.35131,1.4868164,303.358,19.0
1444.2705758385468,74.7053,0.4373169,303.358,19.0
1605.0321924295245,116.723656,0.7873535,303.358,20.0
444.37058894968925,122.91803,0.5185547,303.358,18.0
1693.8831312128325,278.48398,0.66552734,303.358,33.0
1815.5973967725772,131.66653,0.3619995,303.358,18.0
740.6902315593902,118.214455,1.0029297,303.358,18.0
1031.0241541331975,59.38843,0.29974365,303.358,14.0
1157.4793010229112,99.860344,1.1494141,-303.358,29.0
1629.2621462356956,224.27916,0.073638916,303.358,23.0
1392.9681686898664,144.61151,1.7827148,303.358,24.0
837.9429232934357,315.0493,0.46740723,303.358,27.0
1666.8769791764137,202.6622,0.20776367,303.358,26.0
722.0041892795426,98.25976,0.1321106,303.358,17.0
1852.6129852563545,129.85582,0.74157715,303.358,38.0
